textID,text,selected_text,sentiment
519a5d3be7,  why not now you made me sad i thought youd be jumping for joy,why not now you made me sad i thought youd be jumping for joy,neutral
aa97eca66f, simple my a,simple my a,neutral
d3230b7cfd,the pics i just uploaded are the baby pics of my cats missy is now an adult and a pretty little kitty but batty is in kitten heaven now,the pics i just uploaded are the baby pics of my cats missy is now an adult and a pretty little kitty but batty is in kitten heaven now,neutral
294df18b9f, i saw the play of it here it was amazing,amazing,positive
e5e2d9d1f3,  i am glad to break my twitter virginity with you two,glad,positive
b7a9ba95d0,dinner with the fam i have missed them,i have missed them,negative
6943d0f480,live thats what i want more the better bound to be a few bad eggs though but they will soon learn,live thats what i want more the better bound to be a few bad eggs though but they will soon learn,neutral
9e047ed52a,hell yeah kellynn got a twitter finally,hell yeah kellynn got a twitter finally,neutral
a54d3c2825, i know   it was worth a shot though,as wort,positive
5b578d0b4c,just opened a facebook account im a little confused i dont really get it twitter seems much better,better,positive
c4ab28566e,ship im stuck,ship im stuck,negative
162a2510d2,dustbin baby on at 1130 cannot wait  x,cannot wait,positive
c25871ec9e, not going to dwell on it it happened its passed just a shame as he was so supportive such is life  x,shame,negative
ddd4dd7be4,it looks like the office tv does get mlb network and it looks like mlbn will not be televising the detbal game today  wieters,it looks like the office tv does get mlb network and it looks like mlbn will not be televising the detbal game today  wieters,neutral
d2af698d65,home empty handed  no comics found today  i shall now indulge in my cupcakes from magnolia bakery,home empty handed  no comics found today  i shall now indulge in my cupcakes from magnolia bakery,neutral
1594011c6d,laying in bed til workkk oh the life definitely pinched a nerve,definitely pinched a nerve,negative
bb61a7094b,today is a busy day exhausting,exhausting,negative
454ea2153b, i was going to go on sunday but now ive got too much going on that weekend,i was going to go on sunday but now ive got too much going on that weekend,neutral
b5dd587dd2, sorry to hear ur flight got cancelled  that blows,sorry,negative
e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,im sad it very hurts,negative
ea3320d696,before i get too distracted id like to thank my new followers for taking the trouble to follow me and to my others feelin the love,before i get too distracted id like to thank my new followers for taking the trouble to follow me and to my others feelin the love,positive
5680a0b488, u think u have bills haii just finished paying mine thats y im broke,im broke,negative
ed6c2e4824, not sure it didnt say it was 2 big i jst saw the pics of u on ur last bday you looked so pretty i miss you,not sure it didnt say it was 2 big i jst saw the pics of u on ur last bday you looked so pretty i miss you,neutral
a8f2acd515,sore throat planning the tet outing to marwell thoughgood times,sore throat planning the tet outing to marwell thoughgood times,neutral
e9f7f78cfa,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,it was amazin,positive
4c71b5fb91,2 days without sleep and now a migraine i thought life postr01 was meant to be relaxing,now a migraine,negative
be8544ffb1, there,there,neutral
0404648e1c,sucks,sucks,negative
e136c0f2af, whens the sway sway winner announced,whens the sway sway winner announced,neutral
032e865dc7, k will check it out,k will check it out,neutral
d723ea3299, doing pretty well up and wide awake,doing pretty well,positive
3d208b8e59,i want to wake up early and get a coffee tomorrow today   its going to be a busyy day but have to keep writing booo whoo,i want to wake up early and get a coffee tomorrow today   its going to be a busyy day but have to keep writing booo whoo,neutral
f1f5e8edfa,i miss daddy and mommy,i miss daddy and mommy,negative
51f4502988,my dog is officially depressed that my brothers dogs are gone he doesnt want to go outside and when we did he play halfheartedly,officially depressed,negative
728c29215f,i just realized that i cant forward text msgs with my iphone,i just realized that i cant forward text msgs with my iphone,neutral
c9091836ce,my frist post off to find a new car for my parents exciting,exciting,positive
9668542b2a,argh noo missed the killers on wossy  that sucks missed out on brandon total failure anyone know if its repeated must investigate,that sucks,negative
cd5d081760,seriously bored without anyone to talk to but not tired enough for sleep,bored,negative
061eb4c0de, i am lost please help me find a good home,i am lost,negative
c20cb786c4,its a peter  gordon morning   and i go to pieces and i wanna hide  go to pieces and i almost die  ever  httpblipfm5yk38,its a peter  gordon morning   and i go to pieces and i wanna hide  go to pieces and i almost die  ever  httpblipfm5yk38,neutral
7733e8541a,ok so ive now got a bit of a bad back after lifting all drum hardware into my car   downer,bad,negative
58eda20efc, lmao smh  that one threw me off,lmao smh  that one threw me off,neutral
2f5c77dfb3, oh nice going,oh nice going,positive
4646623c1d,is getting ready for work working all weekend,is getting ready for work working all weekend,neutral
a97db072ed,gonna celebrate mothers day with the family but gonna start the partying tonite,partying,positive
f3117413cc, i agree with you,i agree with you,positive
59cb0c3a14, i only do computers am hopeless at everything else,am hopeless at everything else,negative
322b61740c,90 degrees gross skies and thunderstormsperfect match for my mood  lol,perfect ma,positive
7179c215a7,2nd aww thanks,thanks,positive
1f581d48bc, sorry rb is on ps3 for me,sorry,negative
c42982a22d,i saw amazing heeels but they were too big,i saw amazing heeels but they were too big,neutral
9191e574bb,i just stuck my finger down my throat and there are a bunch of bumps on my tongue  throat,stuck,negative
f4e428e4b3,dang last url went down   httpblipfm7aigm,dang,negative
1ee0b44db0, ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now  time difference,i missed all ur tweets,negative
4095d52d2d, damnit all that sucks  you were one of the ones i thought id drag back lol,damnit all that sucks,negative
4491189459, my boss shes moving to nyc,my boss shes moving to nyc,neutral
e8be898842,this is sooo crazy i have fever,this is sooo crazy,negative
9b388b2cd9,is spending her saturday morning taking notes for a research essay because some stupid  recalled the book im using not fair,some stupid ,negative
3d1238a2f0,i think i need some new friends,i think i need some new friends,neutral
98ff5a440e, looking forward to your gig in ireland  see ya there,looking forward to your gig in ireland  see ya there,neutral
b94aaf845e,please review sunehre ad placement  httptinyurlcomoow6mk,please re,positive
95d0ad2e17,aww  you loooove me,aww  you loooove me,positive
b8e58e1a21,is hungry twitter  i want food 3,is hungry twitter  i want food,neutral
39923bb286,awesome lucky you,awesome lucky you,positive
b751f39570, yea i should know but tell me everything  ps send me direct messages telling   haha,yea i should know but tell me everything  ps send me direct messages telling   ha,neutral
c1b915d1d5, haha im jewish i love that one,love,positive
f38f53fbde,had a great time out in the beer garden wit the boyos  i think the sun got to me a bit though feel a bit ill ,had a great time out in the beer garden wit the boyos  i think the sun got to me a bit though feel a bit ill ,neutral
c2a17084e9, lm on 3 days too matt no fun this weekend,no fun,negative
3848e03ac5, u really dont think so  maybe ur rightlol btw what phone u using think u told me b4i might have an app for u,u really dont think so  maybe ur rightlol btw what phone u using think u told me b4i might have an app for,neutral
356ad29589, i feel your pain mine is the same way,i feel your pain,negative
3696d1db81,comes home in two days,comes home in two days,neutral
81e6c0ac2d, sadly no it didnt come with one,sadly,negative
12cfc10225,cant wait to see my boy tomorrow,cant wait,positive
9f51c335d0, ehhh no just a check up i have a dentist app next week though getting my molar pulledroot canal,ehhh no just a check up i have a dentist app next week though getting my molar pulledroot canal,neutral
81e29d1a0b, aww i miss driving down elmwood,aww i miss driving,negative
3773846bc3,omg wango tango was  awsome i love my baby for taking me,omg wango tango was  awsome i love my baby for taking me,positive
6f3818a39e,version 2 of our live interactive transsiberian ticket planner is launched httptinyurlcomc5ljwm  its very cool,its very cool,positive
2e6ee964a4,30439 i really wish i could go,wish,positive
759b899f29, yeah real hard but i know youll get by with it smile,yeah real hard but i know youll get by with it smile,neutral
